pH,Temperature,Turbidity_V,Dissolved_Oxygen,Distance_CM,Threat_Label
7.48,29.0,1.01,7.8,18.5,0
6.9,35.0,1.26,3.9,2.1,1
5.82,27.4,0.93,3.5,18.7,1
8.93,23.1,1.15,7.4,20.9,1
8.67,22.4,1.22,8.6,2.6,1
6.92,20.6,1.19,7.0,8.8,0
5.13,28.4,1.22,2.4,20.0,1
9.19,28.2,1.22,4.1,12.8,1
5.06,23.1,1.38,7.1,17.7,1
8.52,30.4,1.01,8.3,13.1,1
9.85,31.1,1.33,9.0,24.5,1
7.19,23.9,0.81,5.1,23.5,0
6.17,25.2,0.97,7.6,7.7,0
8.52,34.9,0.83,1.4,10.3,1
9.09,25.6,1.19,3.3,11.4,1
7.73,31.4,0.86,4.0,3.5,1
9.84,26.8,1.31,8.8,10.7,1
5.26,31.9,1.19,1.0,19.6,1
7.52,31.5,0.82,3.5,21.3,0
8.59,30.0,1.23,8.4,22.3,1
9.31,32.8,1.32,3.5,1.3,1
5.9,34.1,1.2,2.8,19.9,1
9.0,28.7,0.82,6.8,13.1,1
7.76,23.6,1.31,7.0,5.9,1
6.98,26.0,1.24,4.8,13.0,0
5.66,31.4,1.03,8.6,21.3,1
9.33,29.8,1.0,2.6,11.4,1
5.79,22.7,1.09,8.3,24.8,1
6.55,20.8,1.32,7.0,15.8,1
6.45,30.2,0.95,3.9,12.8,0
9.36,23.8,0.86,7.5,8.1,1
8.36,27.5,1.32,2.1,1.3,1
8.98,31.2,0.82,2.0,15.7,1
6.25,28.4,1.35,8.4,14.9,1
8.12,21.2,0.98,1.8,13.4,1
7.86,22.8,1.1,1.0,13.9,1
9.16,23.3,0.88,4.1,21.2,1
9.53,23.9,1.34,1.8,8.6,1
5.06,28.5,1.25,7.9,14.2,1
8.37,27.6,1.35,8.4,17.3,1
5.26,23.0,1.21,4.9,6.0,1
7.74,21.0,0.91,4.4,23.2,0
6.44,22.6,0.98,5.3,18.7,0
6.53,34.8,1.09,2.8,2.3,1
6.76,27.0,1.16,3.4,21.8,0
8.11,33.0,1.36,1.8,23.3,1
6.67,32.7,1.03,4.6,20.0,0
8.66,27.7,1.22,5.9,11.2,1
7.02,30.6,1.38,8.4,24.9,1
5.34,22.9,0.89,6.9,4.0,1
8.92,30.3,1.32,6.8,13.9,1
6.43,24.1,1.05,3.5,5.1,0
7.16,32.5,1.24,8.1,11.5,0
8.43,21.3,0.98,8.6,23.3,0
6.66,31.6,1.0,8.5,20.1,0
5.28,21.5,0.82,1.3,19.8,1
6.87,33.2,1.38,5.8,9.5,1
9.72,24.6,1.29,6.1,23.4,1
8.21,29.8,0.86,3.4,9.8,0
8.36,27.3,1.4,8.9,2.0,1
8.16,25.5,1.16,3.3,16.3,0
5.99,29.7,1.31,2.7,9.7,1
7.09,34.2,0.84,4.9,4.7,1
8.75,20.6,1.03,3.6,23.4,1
5.51,33.8,1.2,8.4,16.3,1
6.39,29.1,0.86,4.5,23.6,0
6.38,32.1,1.09,4.3,15.0,0
7.16,25.8,1.07,6.0,2.5,1
9.9,27.1,0.93,1.6,1.7,1
5.34,33.0,0.98,7.1,22.6,1
7.59,26.2,1.38,7.1,1.9,1
5.9,28.0,0.97,4.8,15.8,1
9.85,20.3,0.93,8.6,8.2,1
5.57,22.4,1.12,5.6,17.5,1
7.02,29.6,1.2,6.6,7.8,0
8.69,30.8,1.24,8.4,1.9,1
8.52,28.7,1.25,6.3,18.5,1
7.11,22.1,0.82,4.5,8.5,0
6.73,26.7,1.04,1.2,14.2,1
6.99,25.3,1.26,6.8,19.6,1
6.32,27.4,1.34,8.7,17.9,0
6.03,33.1,1.16,4.8,9.4,0
7.42,31.6,0.83,3.7,18.9,0
6.34,21.3,1.04,5.2,23.2,0
6.44,33.4,0.84,6.8,15.6,0
8.28,27.1,1.25,1.0,17.9,1
9.84,31.2,0.84,8.1,21.8,1
8.02,22.1,0.91,8.1,21.2,0
5.38,30.1,1.05,5.3,9.4,1
5.38,23.5,1.08,2.0,24.8,1
9.76,26.6,1.04,6.4,1.7,1
6.49,20.3,1.08,2.1,24.7,1
5.46,22.3,1.23,5.1,6.9,1
8.0,21.4,1.02,1.7,11.6,1
8.12,23.6,1.13,5.7,22.2,0
8.24,21.5,0.98,3.5,6.9,0
6.34,30.4,1.01,7.6,6.4,0
5.08,20.4,1.17,7.4,16.4,1
9.83,29.3,1.09,9.0,17.9,1
6.25,22.1,1.23,3.1,1.2,1
8.38,34.2,1.14,1.5,11.8,1
8.53,34.0,1.28,4.5,12.7,1
8.05,23.4,1.07,1.7,7.5,1
6.56,29.2,1.09,2.4,14.1,1
6.36,20.4,1.2,5.8,4.7,1
7.99,34.0,0.93,5.7,8.8,0
9.33,27.8,1.03,1.3,18.1,1
9.73,20.6,1.17,4.5,22.0,1
5.53,25.1,0.82,5.2,15.1,1
5.77,21.2,1.06,3.1,2.8,1
9.72,25.9,1.16,8.0,17.3,1
8.68,30.0,1.38,2.3,22.5,1
9.41,27.0,1.33,3.0,13.1,1
6.01,25.8,0.97,2.3,12.8,1
7.94,21.8,1.1,1.9,24.8,1
8.51,23.7,0.83,8.0,16.3,1
8.4,21.5,0.94,3.2,20.3,0
7.04,32.1,1.26,6.8,16.5,1
5.08,22.0,0.87,4.4,6.3,1
7.91,28.9,0.95,6.1,7.8,0
6.27,25.1,1.37,8.4,17.0,1
7.25,23.4,1.29,7.8,11.9,1
9.79,29.6,1.27,1.6,10.7,1
7.0,26.9,1.32,7.8,1.5,1
9.2,26.0,1.25,4.6,22.2,1
5.94,28.9,0.87,3.8,22.2,1
8.36,27.4,1.11,6.4,12.1,0
9.89,24.6,1.07,8.6,17.8,1
5.51,28.4,0.99,1.8,5.3,1
5.04,30.0,1.3,7.1,13.1,1
7.17,20.4,1.08,2.6,11.5,1
5.46,27.0,0.84,4.0,16.8,1
8.74,20.9,0.96,8.0,12.3,1
9.57,22.8,0.94,5.4,13.0,1
7.17,28.4,1.33,1.5,8.1,1
6.29,33.0,1.19,5.1,2.2,1
7.17,33.2,1.14,7.3,23.0,0
8.62,21.0,1.1,5.2,1.3,1
5.05,26.3,1.19,2.3,7.8,1
7.95,28.7,1.25,4.6,11.7,1
8.07,22.2,1.13,8.4,8.7,0
8.19,31.5,1.36,6.3,14.2,1
6.21,31.2,1.39,6.8,12.1,1
8.57,33.6,1.4,7.3,7.1,1
5.46,20.1,1.2,1.7,3.1,1
6.0,23.3,1.36,5.7,4.3,1
9.39,32.4,1.04,4.0,12.7,1
8.69,30.1,1.32,2.1,21.3,1
5.07,33.4,1.35,2.6,3.4,1
6.24,20.9,1.34,7.2,17.3,1
6.07,29.0,1.3,2.3,20.0,1
6.35,28.5,1.04,3.5,7.6,0
6.24,20.5,0.9,3.3,17.0,0
5.31,27.7,1.0,1.4,17.5,1
7.29,29.1,1.26,4.7,18.0,1
8.66,22.9,0.94,7.1,22.4,1
8.03,24.1,1.09,1.2,10.6,1
8.36,29.6,1.14,1.9,6.8,1
5.41,27.0,1.16,6.8,14.1,1
9.76,32.9,1.36,5.7,2.5,1
9.19,25.1,1.2,6.7,9.0,1
9.03,24.0,1.27,2.8,22.2,1
9.11,34.8,1.15,7.4,13.8,1
9.66,33.7,1.3,4.8,11.5,1
7.72,20.4,0.96,5.9,7.4,0
6.0,31.6,0.93,1.7,7.0,1
8.08,21.7,1.36,2.6,6.7,1
8.71,20.4,1.22,7.2,20.9,1
8.69,24.1,1.2,2.8,24.6,1
7.61,24.0,1.08,1.7,13.8,1
5.34,32.3,1.03,5.8,2.9,1
6.86,30.7,1.13,5.4,19.0,0
9.6,34.7,0.87,5.9,22.0,1
7.92,30.7,1.07,5.9,23.3,0
7.69,26.3,1.07,5.0,16.1,0
6.34,30.5,1.12,5.0,13.2,0
6.84,35.0,1.18,8.4,15.9,0
9.48,30.7,1.37,5.3,1.3,1
8.33,31.4,1.19,5.9,16.7,0
8.94,34.1,1.33,3.1,18.0,1
7.27,21.7,1.13,8.0,18.3,0
8.15,30.6,1.18,1.2,14.5,1
6.24,32.8,0.84,5.5,17.8,0
8.53,34.3,0.88,4.1,16.3,1
7.14,23.2,1.15,5.8,3.8,1
7.21,27.6,1.04,3.9,22.6,0
8.25,30.2,1.28,6.7,15.9,1
9.68,23.7,1.13,1.2,18.5,1
5.32,29.0,1.33,4.2,9.2,1
9.12,23.9,1.38,7.7,23.1,1
6.46,25.0,0.89,3.0,13.1,0
7.22,26.6,1.04,1.4,17.3,1
5.11,27.9,1.2,5.0,23.9,1
6.51,26.7,0.98,8.8,23.0,0
7.51,27.4,0.96,1.5,16.5,1
5.28,24.5,1.29,1.6,5.0,1
7.46,22.4,1.39,5.8,23.8,1
9.64,20.7,1.26,3.0,24.6,1
5.53,22.9,1.11,4.3,3.5,1
8.82,28.7,1.07,7.6,11.8,1
7.05,31.8,1.12,2.6,14.2,1
8.28,22.5,1.08,6.8,3.2,1
6.3,21.6,1.1,5.0,5.6,0
5.8,31.2,0.92,8.2,13.9,1
5.8,24.6,1.34,8.8,24.1,1
5.35,34.3,1.25,4.9,1.7,1
5.93,30.7,1.21,5.7,22.9,1
8.32,24.9,1.37,7.0,22.6,0
9.41,24.3,0.97,3.5,21.6,1
9.07,27.9,0.85,2.8,10.1,1
8.43,21.2,1.3,8.7,12.8,1
5.55,21.8,1.4,4.5,10.7,1
6.45,22.6,1.15,1.0,23.7,1
6.55,31.6,0.84,7.7,13.5,0
6.25,27.7,1.27,5.8,2.9,1
7.58,20.2,0.84,2.3,7.6,1
7.68,30.1,1.12,1.2,12.1,1
6.78,26.4,0.97,3.3,23.9,0
6.77,27.7,1.35,8.4,14.7,1
9.14,23.2,1.07,8.5,17.7,1
8.95,28.3,1.34,3.5,3.1,1
6.54,34.7,0.98,7.7,22.1,0
9.57,21.1,1.03,4.5,13.9,1
9.76,24.3,1.37,6.2,23.1,1
6.63,23.6,0.92,3.7,11.7,0
6.77,23.7,1.15,5.1,17.4,0
7.53,25.7,1.03,3.4,12.3,0
9.71,32.3,1.26,1.5,4.4,1
9.38,33.7,0.88,2.1,7.5,1
5.51,23.0,1.06,3.3,2.6,1
6.96,28.1,1.22,8.8,11.6,0
7.77,29.6,1.04,8.7,16.6,0
7.52,27.8,0.84,7.6,6.8,0
5.97,26.5,1.22,2.9,12.8,1
9.29,22.9,1.1,4.5,12.0,1
8.38,27.3,0.81,4.5,13.8,0
9.19,26.0,1.17,4.1,5.4,1
9.29,31.9,1.35,1.4,13.8,1
8.74,31.5,0.87,5.3,9.7,1
7.2,22.0,1.15,1.6,7.9,1
8.05,21.3,1.24,7.4,15.1,0
5.8,33.6,0.84,6.5,4.6,1
8.37,28.0,0.81,3.8,22.6,0
5.9,32.9,1.08,6.2,23.4,1
8.47,20.9,1.27,2.9,16.9,1
6.15,27.9,0.9,3.1,8.3,0
5.59,28.1,1.3,3.5,16.0,1
5.83,32.9,1.19,7.4,15.4,1
5.01,21.5,1.0,2.7,10.4,1
8.59,23.6,1.11,5.5,7.9,1
8.66,26.1,1.38,2.6,5.0,1
7.57,33.0,0.93,3.3,6.2,0
5.81,34.1,1.1,2.9,16.7,1
5.42,34.9,1.17,6.2,22.3,1
5.1,34.4,0.88,5.2,10.2,1
5.83,20.1,0.83,6.8,3.9,1
9.45,20.7,0.81,2.8,1.3,1
6.21,22.2,0.99,1.1,10.7,1
6.77,25.2,0.84,6.4,6.6,0
5.53,32.4,1.28,1.9,8.7,1
6.11,33.4,1.4,3.0,6.8,1
7.6,22.8,0.84,3.4,16.9,0
8.04,29.3,1.06,7.0,16.3,0
6.23,33.8,0.82,6.0,22.9,0
5.29,27.0,0.88,2.5,17.8,1
6.96,21.6,0.99,5.8,5.0,1
6.17,26.9,1.04,6.7,19.0,0
6.1,25.6,1.36,4.1,5.4,1
9.8,28.7,1.04,3.0,14.4,1
8.08,26.6,1.1,6.4,2.8,1
7.78,20.3,0.95,5.9,2.1,1
7.08,34.9,0.8,1.6,12.1,1
7.14,28.2,1.34,6.3,3.5,1
7.7,27.1,0.85,4.9,8.4,0
8.48,34.3,1.38,7.0,9.1,1
8.51,22.3,0.88,2.5,19.5,1
5.86,22.8,1.16,3.1,9.0,1
7.5,32.1,1.4,5.3,12.9,1
7.06,23.9,0.88,4.9,19.5,0
9.35,32.0,1.05,4.1,5.9,1
8.16,24.1,1.27,7.0,20.3,1
7.66,20.5,0.82,5.5,21.0,0
5.58,27.8,1.21,6.7,24.7,1
8.03,23.0,0.85,2.2,11.7,0
5.59,31.4,0.94,6.8,9.9,1
6.69,29.6,0.9,4.7,17.8,0
5.71,33.9,1.34,1.3,2.4,1
8.46,31.7,0.91,2.9,2.0,1
6.03,22.7,0.82,1.2,9.0,1
6.96,32.0,1.15,4.7,18.5,0
9.48,29.6,1.01,3.6,3.8,1
6.02,30.0,1.04,8.9,16.3,0
7.54,32.5,0.87,7.9,7.5,0
7.1,28.6,1.25,7.6,16.6,0
5.09,27.0,1.16,5.0,12.0,1
8.96,29.5,1.02,7.5,3.8,1
5.35,24.5,0.9,3.1,6.9,1
7.37,22.7,1.16,5.5,6.3,0
7.8,29.2,1.27,4.1,5.0,1
8.14,23.5,0.99,2.4,12.2,1
8.44,21.2,0.82,1.6,23.9,1
6.27,20.0,0.93,5.5,16.8,0
5.05,29.1,1.21,1.8,21.1,1
8.62,25.4,1.39,6.7,24.5,1
7.68,31.3,0.81,8.4,14.0,0
9.18,25.6,0.98,2.3,6.7,1
9.11,27.3,0.84,4.8,23.3,1
9.22,26.1,0.99,6.9,17.8,1
7.43,29.8,1.04,3.3,24.0,0
6.67,25.3,1.35,8.4,16.6,1
8.96,34.5,0.85,8.1,19.6,1
7.26,34.0,1.27,1.8,22.4,0
5.92,32.7,1.04,1.2,19.2,1
9.27,33.8,1.29,8.8,14.5,1
9.41,26.7,1.11,8.7,12.3,1
7.33,28.0,0.82,4.4,20.8,0
5.38,31.1,1.37,1.4,19.5,1
6.94,30.4,0.85,6.0,9.8,0
9.02,33.4,1.16,3.3,13.0,1
9.51,30.7,1.33,8.5,16.2,1
6.02,35.0,0.85,7.4,1.7,1
5.33,25.2,1.13,6.2,6.9,1
9.39,32.5,1.29,3.3,7.0,1
6.95,30.5,1.39,6.6,22.2,1
7.71,30.4,1.23,3.3,9.0,0
9.84,24.9,0.97,1.3,14.1,1
5.33,31.8,1.22,5.1,21.0,1
8.24,33.5,1.22,4.9,7.2,0
5.37,23.3,1.22,7.1,4.0,1
6.88,29.4,1.31,7.9,23.8,1
9.02,25.9,0.85,3.8,17.9,1
7.17,34.8,0.87,4.6,5.2,0
9.99,27.2,1.18,4.8,20.7,1
7.8,23.4,1.37,3.6,19.9,1
6.61,25.7,1.08,6.9,21.1,1
6.1,29.8,1.38,5.2,7.6,0
6.75,21.1,1.36,8.3,11.8,1
6.86,29.1,1.34,6.2,17.6,1
5.34,34.0,1.35,2.7,10.4,1
6.85,32.8,1.34,2.3,2.7,1
7.32,21.0,1.29,4.0,4.3,1
8.61,34.9,1.22,3.8,15.3,1
8.28,30.5,0.81,4.3,10.0,0
8.54,22.4,0.88,2.5,1.1,1
5.04,20.2,0.88,8.8,19.4,1
6.09,22.6,0.81,2.2,11.0,1
8.31,32.6,0.87,6.2,8.5,0
7.42,20.3,1.35,1.1,18.1,1
5.03,23.5,1.2,4.3,11.9,1
9.02,31.4,0.99,3.5,17.7,1
8.86,28.8,1.28,4.1,1.3,1
7.74,31.7,1.09,5.0,1.2,1
5.33,31.2,0.89,5.8,14.4,1
8.83,20.8,1.33,5.7,24.6,1
7.92,33.4,1.0,6.0,7.5,0
8.91,23.4,1.22,7.8,17.4,1
8.76,28.3,0.97,8.1,5.1,1
9.02,29.7,1.1,6.9,8.5,1
7.59,22.5,1.29,1.6,2.9,1
5.7,34.6,0.89,8.7,22.1,1
8.36,27.3,1.39,8.6,8.5,1
8.1,20.9,0.84,6.7,6.5,0
8.71,34.1,1.12,5.1,18.5,1
5.85,28.8,1.35,3.0,5.8,1
5.97,30.5,1.37,7.1,6.8,1
9.45,27.9,0.94,8.0,3.5,1
8.75,32.5,0.89,6.3,24.1,1
9.54,20.5,1.23,6.0,6.9,1
8.79,24.0,0.83,2.5,24.9,1
7.99,27.0,1.09,3.9,5.2,0
8.27,21.1,1.28,6.8,1.5,1
9.45,30.6,1.14,1.1,22.5,1
7.89,25.9,0.91,6.1,14.9,0
8.16,24.1,1.09,7.1,9.4,0
5.78,20.1,1.35,3.7,13.3,1
7.37,30.8,1.17,1.6,7.3,1
8.58,32.5,1.23,7.6,16.2,1
6.35,25.9,1.0,2.1,15.8,1
6.01,28.5,0.91,4.0,2.9,1
6.57,23.4,0.95,6.7,22.9,0
6.21,29.3,1.12,7.5,12.1,0
6.07,20.2,0.97,7.9,5.7,0
7.12,27.3,1.13,5.2,8.4,0
9.54,29.7,1.22,4.8,21.8,0
7.54,33.8,1.24,7.8,10.2,0
5.94,25.7,0.9,5.5,14.5,1
5.38,31.5,1.25,5.6,23.7,1
8.48,29.0,1.2,4.5,16.6,0
6.91,33.9,0.81,4.0,17.2,0
9.11,26.0,0.84,4.8,7.0,1
8.3,24.8,1.19,3.9,17.0,0
8.98,33.3,1.03,3.7,10.5,1
6.36,20.7,0.89,8.9,22.9,0
8.46,22.0,0.83,3.7,4.1,1
6.32,21.2,0.9,3.1,7.9,0
9.7,32.6,1.37,3.8,2.6,0
8.18,20.2,1.24,5.7,10.1,0
6.62,32.9,1.12,8.3,4.6,1
6.35,26.8,1.36,7.3,21.3,1
5.95,20.1,1.17,7.7,23.2,1
8.47,26.0,1.24,7.9,17.1,0
6.09,22.8,0.97,8.4,3.5,1
7.98,29.4,1.15,2.9,9.2,1
6.32,30.2,0.89,4.7,24.1,0
8.31,27.3,1.04,4.1,4.3,1
9.07,20.6,0.82,4.1,14.4,1
8.89,29.8,0.93,6.2,9.5,1
8.8,32.6,0.84,4.2,25.0,1
5.94,30.8,1.03,5.9,7.8,1
5.44,32.4,1.31,4.1,2.1,1
8.49,23.0,1.03,3.5,17.9,0
6.84,33.3,1.3,3.8,8.8,1
7.16,24.8,1.19,7.4,16.8,0
5.16,20.2,1.11,5.8,3.5,1
6.3,32.7,0.94,8.8,13.6,0
5.17,34.1,1.35,7.7,10.0,1
9.4,29.8,0.83,4.9,13.9,1
6.22,23.5,1.21,2.9,21.5,1
7.79,23.8,1.17,6.4,24.3,0
5.19,27.0,1.06,6.8,19.1,1
8.33,33.5,0.94,4.7,19.4,0
6.62,22.2,1.06,2.8,13.7,1
9.49,32.4,1.32,5.5,3.3,1
9.44,24.4,1.3,3.0,17.0,1
6.63,32.1,1.36,8.5,4.5,1
9.5,33.8,0.98,6.0,6.9,1
9.98,26.4,1.03,3.3,18.0,1
9.13,25.5,0.81,2.7,16.8,1
9.22,32.0,1.37,6.7,8.5,1
6.25,27.9,1.0,6.7,19.5,0
7.88,30.3,1.04,5.8,23.5,0
5.34,29.3,1.34,5.9,14.1,1
5.47,22.3,1.12,5.8,17.3,1
9.99,32.7,1.14,3.9,7.5,1
6.63,22.9,0.91,8.5,24.3,0
8.74,34.0,1.1,4.8,7.6,1
9.03,23.8,1.35,1.2,22.3,0
9.29,31.0,1.14,3.8,23.3,1
9.99,24.3,0.95,2.0,18.3,1
6.21,24.8,0.82,3.9,20.5,0
5.2,24.7,1.0,5.9,12.0,1
7.06,31.2,1.14,1.2,23.1,1
5.65,28.4,0.83,8.0,18.8,1
5.11,33.2,1.17,5.9,8.8,1
6.8,24.6,1.11,3.4,1.8,1
8.92,30.4,1.27,3.5,14.0,1
7.83,31.3,0.82,4.7,21.2,0
6.56,22.3,1.27,3.0,21.7,1
8.27,26.0,1.11,1.0,21.0,1
6.16,27.2,1.02,1.2,6.2,1
5.07,25.3,1.38,3.9,11.2,1
8.82,24.8,0.9,2.0,15.7,1
8.12,30.3,1.12,1.2,17.0,1
8.81,23.2,0.99,7.9,9.0,0
5.19,30.6,1.12,3.2,17.6,1
9.19,34.0,1.13,5.0,15.2,1
8.1,28.5,0.85,2.4,14.6,1
7.82,29.2,1.2,1.4,16.9,1
8.12,21.0,1.18,7.0,15.5,0
9.32,33.0,1.26,2.0,5.0,1
7.93,24.3,0.85,1.2,22.0,1
7.9,29.2,0.98,5.7,6.8,0
9.95,34.7,1.19,1.1,18.9,1
8.78,28.9,0.88,4.5,5.2,1
7.21,30.9,1.21,3.3,16.9,0
8.54,26.7,0.84,3.6,22.5,1
6.95,20.9,1.0,1.0,1.2,1
6.14,32.0,1.31,8.7,24.5,1
7.98,20.5,1.26,5.1,1.7,1
9.64,30.5,1.19,5.6,1.3,1
9.65,20.3,1.32,6.3,21.6,1
6.71,32.9,1.23,7.4,18.0,0
7.64,22.4,1.11,5.9,3.5,1
6.06,27.7,1.39,7.1,23.5,1
9.98,29.0,1.22,4.6,17.1,1
9.91,26.9,1.16,4.0,3.7,1
8.25,25.1,1.05,7.6,21.7,0
9.02,27.0,1.34,7.9,12.5,1
8.58,24.7,0.98,2.1,7.7,1
7.97,26.6,0.81,5.3,20.8,0
5.27,25.4,0.92,6.5,18.7,1
7.27,28.5,0.87,1.7,16.0,1
8.37,23.6,0.99,8.4,22.6,0
8.39,34.8,1.3,5.2,21.7,1
6.87,27.5,1.19,6.2,6.4,0
9.71,22.9,0.9,2.4,22.1,1
5.84,27.2,1.27,3.1,10.0,1
7.5,33.0,1.1,2.0,11.4,1
8.45,20.3,1.11,3.1,24.3,0
8.49,30.2,1.02,4.9,19.2,0
8.24,28.2,1.32,7.7,8.7,1
6.38,22.5,0.99,5.3,16.6,0
5.78,32.3,0.86,3.0,13.9,1
8.18,25.5,0.98,1.4,3.8,1
8.0,24.4,1.23,6.0,22.3,0
5.9,32.4,1.19,4.4,20.7,1
8.53,29.6,0.91,8.9,19.7,1
7.28,33.5,0.87,7.2,14.4,0
8.34,29.4,1.2,7.5,6.3,0
9.19,31.1,1.21,1.1,22.2,1
5.85,32.5,1.02,7.2,9.5,1
5.1,20.8,1.31,2.6,1.5,1
8.9,31.6,1.39,5.7,24.6,1
8.05,29.2,0.92,4.6,21.7,0
8.5,21.0,1.15,5.6,15.9,0
9.19,27.6,0.8,2.1,1.3,1
9.01,21.2,1.23,4.7,6.5,1
9.8,31.0,1.05,1.3,11.8,1
7.68,28.2,0.92,1.3,16.1,1
7.44,34.3,1.25,6.3,18.0,1
7.01,22.7,1.29,8.6,19.9,1
5.77,29.1,0.87,7.2,14.3,1
7.86,23.2,0.82,4.8,16.7,0
6.39,29.2,1.0,1.4,20.5,1
9.61,30.8,1.18,1.4,18.3,1
7.92,30.8,1.28,2.3,23.9,1
7.96,32.2,1.13,8.8,22.0,0
6.77,32.8,1.15,4.2,5.1,0
5.26,21.2,1.28,7.7,23.7,1
5.16,25.1,1.12,6.6,5.9,1
7.12,30.3,1.17,5.8,24.8,0
5.42,27.5,1.11,8.6,17.8,1
8.03,22.9,1.33,2.8,16.1,1
9.4,28.3,0.94,4.6,8.8,1
9.41,26.1,0.96,7.9,4.2,1
8.3,25.9,0.88,5.4,4.0,1
6.06,32.1,1.29,3.0,21.8,1
9.31,26.1,1.05,2.7,11.4,1
9.43,20.4,1.01,7.0,14.4,1
5.98,20.9,1.39,1.1,23.4,1
8.69,32.8,1.36,8.3,7.1,1
6.43,34.4,1.38,1.1,19.3,1
9.01,30.3,0.89,6.0,12.3,1
9.99,25.5,1.33,5.8,6.1,1
5.15,34.1,1.0,5.6,21.5,1
9.49,29.9,0.81,4.8,17.3,1
8.11,32.7,1.03,7.8,3.3,1
9.87,31.5,1.11,6.3,14.0,1
7.33,25.7,0.86,7.3,21.4,0
9.24,27.2,1.12,1.9,2.6,1
5.31,22.8,1.29,1.4,11.0,1
6.68,24.4,1.03,1.2,20.3,1
5.34,31.7,1.01,2.2,21.6,1
9.88,33.4,1.0,6.3,19.6,1
9.08,30.9,1.35,5.0,8.3,1
9.26,27.0,0.83,7.0,13.2,1
9.69,21.3,1.07,2.5,18.8,1
5.43,20.9,0.96,3.9,4.7,1
6.93,25.6,1.34,8.1,15.3,1
5.36,27.0,0.86,8.5,18.3,1
6.05,29.1,1.05,8.4,21.4,0
6.15,20.1,1.04,7.5,3.7,1
7.35,34.8,1.33,6.5,8.9,1
6.34,25.5,0.93,8.3,14.0,0
5.5,32.7,1.19,6.7,17.8,1
5.84,28.0,0.88,8.6,18.5,1
5.74,22.0,1.37,1.2,7.1,1
9.87,32.0,1.16,8.4,1.3,1
8.8,30.6,1.18,5.4,17.7,1
9.84,27.9,1.06,1.9,22.8,1
7.2,27.7,1.01,2.7,20.1,1
6.39,21.3,0.93,7.8,15.9,0
8.99,29.8,1.16,5.0,24.5,1
6.63,33.7,1.37,8.9,11.4,1
6.5,21.4,1.02,1.9,13.6,1
6.16,24.0,1.33,4.3,1.3,1
5.65,33.5,0.89,3.7,23.7,1
6.28,24.3,1.36,5.1,15.0,1
6.78,29.8,1.01,6.1,10.4,0
8.37,28.0,1.03,6.3,2.1,1
5.31,28.9,1.08,1.0,9.7,1
6.05,26.2,1.23,1.7,1.1,1
9.05,24.5,1.23,1.3,8.8,1
5.73,20.7,1.09,7.9,23.8,1
6.71,31.2,1.11,3.5,4.7,1
9.32,31.2,0.82,3.9,14.1,1
5.77,30.1,0.98,4.6,5.5,1
5.41,29.7,1.01,7.8,19.8,1
7.42,23.7,1.14,1.1,14.5,1
6.51,20.3,1.13,1.9,5.9,1
7.82,32.1,1.23,6.5,21.8,0
9.02,27.4,1.23,8.7,19.8,1
5.69,24.6,0.94,6.1,23.8,1
7.9,21.5,1.26,3.1,1.0,1
7.53,20.9,0.81,5.2,12.0,0
5.72,25.2,1.23,8.8,25.0,1
8.12,32.1,0.86,5.2,20.5,0
6.37,33.8,1.24,4.0,21.0,0
7.44,33.5,1.12,4.1,15.9,1
5.41,33.8,1.06,8.7,18.1,1
7.3,33.6,1.21,6.8,20.3,0
6.53,27.9,0.82,6.5,3.2,1
9.11,23.3,0.93,2.9,17.6,1
5.28,32.0,1.17,5.5,20.6,1
7.09,23.2,1.31,3.9,2.0,1
7.29,24.0,1.03,2.9,8.1,1
8.63,23.5,0.96,8.2,8.8,1
7.87,27.7,1.11,4.1,21.5,0
8.34,24.8,1.17,3.3,19.7,0
8.89,22.3,1.05,8.5,16.8,1
9.31,26.8,1.33,2.6,20.3,1
6.57,33.1,1.11,7.0,11.9,0
7.69,28.6,0.82,6.2,22.0,0
9.2,33.2,0.93,8.4,6.6,1
9.95,22.9,1.07,7.7,17.9,1
9.45,22.5,1.22,6.6,6.8,1
6.86,28.6,0.93,3.5,2.0,1
5.98,26.9,1.39,5.0,7.8,1
7.45,29.9,0.99,8.6,12.8,0
8.71,31.9,1.12,1.2,21.2,1
7.46,31.3,0.81,7.4,13.2,0
7.42,34.1,1.33,3.0,5.3,1
9.19,26.0,1.27,2.5,24.8,1
6.81,23.1,0.92,2.9,7.5,0
9.3,28.3,1.36,1.5,24.6,1
7.03,21.7,0.99,8.9,23.5,0
6.64,24.3,1.22,8.0,14.0,0
7.27,23.1,1.29,5.2,3.2,1
8.81,25.9,1.24,6.7,17.7,1
5.63,21.7,1.35,5.5,21.3,0
5.98,20.5,1.32,7.5,11.7,1
9.76,29.9,1.4,7.8,6.7,1
5.88,29.2,0.91,2.9,20.3,1
7.84,30.6,0.98,4.7,14.1,0
7.9,29.9,1.18,6.1,5.7,0
7.45,21.7,1.24,8.8,23.8,0
8.22,24.4,1.12,6.5,23.8,0
6.15,21.9,0.84,8.2,9.8,0
7.76,32.6,1.3,7.8,2.5,1
6.86,31.2,1.38,5.7,16.1,1
8.31,23.0,1.04,8.1,8.6,0
5.71,25.1,0.93,4.0,2.6,1
7.85,34.5,0.81,4.0,22.4,0
5.93,28.9,0.94,7.2,25.0,1
